撟????????????迂,?孵?,??,鈭辣?潛?,"鈭斗銝剖?
?亦?","CCTV
????曉","CMS
?澆?鞈?","鈭斗銝剖?
?撌亙?畾?,鈭???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,4,19,17,34,??1????,119.6,17:10,,,,,,,,17:34,24,,,,,1,,,,,,,"銝剜?3蝝?4/19,17:10????119.6K(蝯)1撠恥?芣?鈭??頠?,17:34??∩犖?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,9,10,11,26,??1????,119.7,11:07,,,,,,,,11:26,19,,,,,1.0,,,,,,,銝剜?3蝝?9/10",11:07????119.7K(蝯)2撠恥頠蕭?????典蝺??∩犖?11:26?,?2K蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
2023,4,20,7,6,??1????,119.8,07:01,,,,,,,,07:06,5,,,,,,,,,,1,,"銝剜?3蝝?4/20,07:01????119.8k(蝯)1撠恥頠?1撠疏頠蕭????憭楝??07:06?,?∩犖?,?∪???靘?2??,,,,1.0,,,2.0,撠恥頠?撠疏頠?,,,,,,,,,,2
2023,10,3,1,55,??1????,120.1,23:38,,,,,,,,1:55,137,,,,,,,,,,1.0,,銝剜?3蝝?0/03",23:38????120.1K(蝯)1憭扯疏頠絲?思???憭楝??10/04,01:55?,?∩犖?,?∪???靘?2??,,,,1,,,1,憭扯疏頠?,,,,,,,,,,,2,,
2023,9,6,15,38,??1????,121,15:30,,,,,,,,15:38,8,,,,,,,,,,1,,"銝剜?3蝝?9/06,15:30????121K(蝯)1撠恥頠?1憭扯疏餈賣?鈭???頝航,?∩犖?15:38?,?∪???靘?2??,,,,,,,2.0,撠恥頠?憭扯疏頠?,,,,,,,,,,2
2023,1,21,22,17,??1????121.2,22:06,,,,,,,,22:17,11,A3,,,,,,,,1.0,,,銝剜?3蝝?1/21",22:06????121.2K(蝯)2撠恥餈賣?鈭?雿?頠?,22:17??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,4,11,14,22,??1????,121.3,14:09,,,,,,,,14:22,13,,,,,,,,,1,,,"銝剜?3蝝?4/11,14:09????121.3K(蝯)2撠恥頠蕭?????批?頠?,?∩犖?14:22?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,6,8,23,11,??1????,121.6,23:05,,,,,,,,23:11,6,,,,,,,,,,1.0,,銝剜?3蝝?6/08",23:05????121.6K(蝯),2撠恥頠蕭????憭楝??23:11??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,5,11,10,39,??1????,121.8,10:26,,,,,,,,10:39,13,,,,,,,,,,1,,"銝剜?3蝝?5/11,10:26????121.8K(蝯)2撠恥?湔迤??撠恥?芣?鈭???頝航,?∩犖?,10:39?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,5,16,17,9,??1????,122.0,16:57,,,,,,,,17:09,12,,,,,,,,,1.0,,,銝剜?3蝝?5/16",16:57????122K(蝯)1撠恥頠?霅瑟?鈭???頠?,17:09??∩犖?,?∪???靘?2??,,,,,,,1,撠恥頠?,,,,,,,,,,,2,,,
2023,5,17,10,26,??1????,123,10:04,,,,,,,,10:26,22,,,,,,,1,,1,,,"銝剜?3蝝?5/17,10:04????123K(蝯)1撠疏頠蕃頠???銝剖?頠?,10:26鈭??,?∩犖?,?∪???靘?2??,1.0,,,,,,1.0,撠疏頠?,,,,,,,,,,,2
2023,7,17,14,8,??1????,123.4,14:00,,,,,,,,14:08,8,,,,,,,,,,1.0,,銝剜?2蝝?7/17",14:00????123.4K(蝯)1憭批恥1撠疏頠蕭????憭楝??14:08?,?∩犖?,?∪???靘?2??,,,,,,,2,撠疏頠?憭批恥頠?,,,,,,,,,,2,,,,
2023,6,29,3,23,??1????,123.4,02:49,,,,,,,,03:23,34,,,,,,,,,,1,,"銝剜?3蝝?6/29,02:49????123.4K(蝯)1撠恥頠?霅瑟?鈭???頝航,03:23??∩犖?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,1,24,15,1,??1????126.2,14:50,,,,,,,,15:01,11,A3,,,,,,,,,,1.0,銝剜?3蝝?1/24",14:50?????剖??亙(蝯)2撠恥頠蕭???????扯???15:01?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,6,9,15,50,??1????,126.2,15:33,,,,,,,,15:50,17,,,,,,,,,,,1,"銝剜?3蝝?6/09,15:33?????剖??箏(蝯)2撠恥頠蕭???????扯????∪????∩犖?15:50?,靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,10,20,19,48,??1????,126.4,19:42,,,,,,,,19:48,6,,,,,,,,,,1.0,,銝剜?3蝝?0/20",19:42????126.4K(蝯)2撠恥頠蕭????憭楝??19:48?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,7,1,11,43,??1????,126.8,11:28,,,,,,,,11:43,15,,,,,,,,,,1,,"銝剜?3蝝?7/01,11:28????126.8K(蝯)2撠恥頠蕭??鈭???頝航,11:43?,?∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,5,11,14,29,??1????,127.5,13:54,,,,,,,,14:29,35,A2,,1.0,,1.0,1.0,,,,,,銝剜?3蝝?5/11",13:54????127.5K(蝯)1撠恥餈賣??賢極蝺拇?頠?撠恥頠絲?思????找葉頠?,14:29?,1鈭箏????2k蝝圾銝?靘?2??,,1,,1,,,2,撠恥頠?蝺拇?頠?,,,,,,,,,,2,,,,
2023,10,25,6,30,??1????,127.5,05:57,,,,,,,,06:30,33,A2,,1,,1,,,,,,,"銝剜?3蝝?0/25,05:57????127.5K(蝯)1撠恥+1?舐?頠蕭?????扯???06:30?1鈭箏????∪???靘?2??,,,,,,,2.0,撠恥頠??舐?頠?,,,,,,,,,,2
2023,7,16,18,25,??1????,127.6,18:20,,,,,,,,18:25,5,,,,,,,,,,1.0,,銝剜?3蝝?7/16",18:20????127.6K(蝯),2撠恥頠蕭????憭楝??18:25??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,1,29,17,38,??1????127.7,17:32,,,,,,,,17:38,6,A3,,,,,,,,,1,,"銝剜?3蝝?1/29,17:32????127.7K(蝯)1撠恥?芣?霅瑟?鈭?雿?頝航,17:38??∩犖?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,7,15,13,28,??1????,127.9,13:23,,,,,,,,13:28,5,,,,,,,,,,1.0,,銝剜?3蝝?7/15",13:23????127.9K(蝯)2撠恥餈賣?鈭?雿?頝航,13:28?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,9,28,16,10,??1????,128.5,15:44,,,,,,,,16:10,26,,,,,,,,,,1,,"銝剜?3蝝?9/28,15:44????128.5K(蝯)1撠恥頠?霅瑟?鈭???頝航,?∩犖?16:10?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,6,30,14,3,??1????,128.8,14:00,,,,,,,,14:03,3,,,,,,,,,,1.0,,銝剜?3蝝?/30",14:00????128.8k(蝯)1撠疏?湔迤??撠疏+1撠恥餈賣?鈭???頝航,?∩犖?14:03?,?∪???靘?2??,,,,,,,2,撠恥頠?撠疏頠?,,,,,,,,,,2,,,,
2023,6,3,14,50,??1????,130.6,14:01,,,,,,,,14:50,49,,,,,,,,,1,,,"銝剜?3蝝?6/03,14:01????130K(蝯)1撠恥頠絲?思???憭???14:50?,?∩犖?,?∪???靘?2??,,,,1.0,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,4,1,11,19,??1????,131.5,10:53,,,,,,,,11:19,26,,,,,1.0,,,,,,,銝剜?3蝝?4/01",10:53????131.5K(蝯)2撠恥+2撠疏餈賣?鈭??頠?,?∩犖?,?1k蝝圾銝?11:19?,靘?2??,,,,,,,4,撠恥頠?撠恥頠?撠疏頠?撠疏頠?,,,,,,,,2,,,,,
2023,4,4,14,55,??1????,131.6,14:51,,,,,,,,14:55,4,,,,,,,,,1,,,"銝剜?3蝝?4/04,14:51????132.6K(蝯)2撠恥頠蕭????憭????∩犖?,14:55?,?∪???靘?2??,1,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,6,12,1,13,??1????,131.8,0:45,,,,,,,,1:13,28,,,,,,,,,1.0,,,銝剜?3蝝?6/12",00:45????131.8K(蝯)2撠恥?湔迤??撠恥+1撠疏餈賣?鈭???頠?,?∩犖?01:13?,?∪???靘?2??,,,,,,,2,撠恥頠?撠疏頠?,,,,,,,,,,2,,,,
2023,9,26,22,48,??1????,131.9,22:04,,,,,,,,22:48,44,,,,,,,,,,1,,"銝剜?3蝝?9/26,22:04????131.9K(蝯)2撠恥頠蕭???甇?1撠恥餈賣?1撠疏??拍?????憭楝???∩犖?22:48?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠疏頠?,,,,,,,,,,2
2023,7,13,20,34,??1????,132.0,20:32,,,,,,,,20:34,2,,,,,,,,,,1.0,,銝剜?3蝝?7/13",20:32????132K(蝯)1憭扯疏+1撠恥餈賣?鈭???頝航,20:34?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?憭扯疏頠?,,,,,,,,,,2,,,
2023,3,21,18,20,??1????132.0,17:32,,,,,,,,18:20,48,A2,,7,,,,,,,,,"擃撅銝剜?1蝝?3/21,17:32????132K(蝯?湔迤)2撠恥餈賣?鈭?雿??蝺?18:20?,5鈭箏??瑟甇?7鈭?4鈭粹之???鈭粹??蔡蝡??,?∪???18:24靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,4,1,9,9,??1????,132.6,9:04,,,,,,,,9:09,5,,,,,1.0,,,,,,,銝剜?3蝝?4/01",09:04????132.6K(蝯)2撠恥頠蕭?????扯????∩犖?,?1K蝝圾銝?09:09?,靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
2023,6,8,15,10,??1????,132.7,14:19,,,,,,,,15:10,51,,,,,1,,1,,,,,"銝剜?3蝝?6/08,14:19????132.7K(蝯?湔)1撠恥+1?賢極蝺拇?頠蕭??????頠?,15:10?,?∩犖?,?桀?撌脩?,15:31靘?2??,,1.0,,,,,2.0,撠恥頠?撠疏頠?,,,,,,,,,,2
2023,4,19,17,17,??1????,132.8,17:04,,,,,,,,17:17,13,,,,,,,,,,1.0,,銝剜?3蝝?4/19",17:04????132.8K(蝯)2撠恥頠蕭????憭頝航,17:17??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,7,13,20,58,??1????,132.8,20:49,,,,,,,,20:58,9,,,,,,,,,,,1,"銝剜?3蝝?7/13,20:49???????箏(蝯)2撠恥頠蕭??????憭楝??20:58?,?∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,5,3,2,10,??1????,132.8,1:54,,,,,,,,2:10,16,,,,,,,,,,,1.0,銝剜?3蝝?5/03",01:54??3?????箏(蝯)1撠恥+1蝺拇?頠蕭??????憭????∩犖?,?∪???靘?2??,,1,,,,,2,撠恥頠?蝺拇?頠?,,,,,,,,,,2,,,,,
2023,9,2,10,58,??1????,132.9,10:56,,,,,,,,10:58,2,,,,,1,,,,,,,"銝剜?3蝝?9/02,10:56????132.9K(蝯)2撠恥頠蕭?????扯???10:58?,?∩犖?,?1k蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,5,19,13,36,??1????,133.0,13:30,,,,,,,,13:36,6,,,,,1.0,1.0,,,,,,銝剜?3蝝?5/19",13:30????133K(蝯)2撠恥頠蕭??????頠?,13:36?,?∩犖?,?1K蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,6,24,15,50,??1????,133.2,15:44,,,,,,,,15:50,6,,,,,1,,,,,,,"銝剜?3蝝?6/24,15:44????133.2K(蝯?湔迤)2撠恥頠蕭?????典蝺??湔迤??5:50?,?∩犖?,?2K蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,10,1,21,38,??1????,134.5,21:07,,,,,,,,21:38,31,,,,,,,,,,1.0,,銝剜?3蝝?0/01",21:07????134.5k(蝯)2撠恥頠蕭????憭楝??21:38?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,7,5,15,30,??1????,134.5,15:22,,,,,,,,15:30,8,,,,,1,,,,,,,"銝剜?3蝝?7/05,15:22????134.5K(蝯)2撠恥頠蕭?????扯???15:30??∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,6,21,16,49,??1????,135.3,15:57,,,,,,,,16:49,40,,,,,1.0,,,,,,,銝剜?3蝝?6/21",15:57????135.3K(蝯)2撠恥頠蕭?????扯???16:49??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
2023,5,19,13,21,??1????,135.9,12:53,,,,,,,,13:21,28,,,,,,,,,1,,,"銝剜?3蝝?5/19,12:53????135.9K(蝯)2撠恥頠蕭????憭???13:21?,?∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,3,11,9,59,??1????135.9,9:51,,,,,,,,9:59,8,,,,,1.0,,,,,,,銝剜?3蝝?3/11",09:51????135.9K(蝯)2撠恥餈賣?鈭?雿?抒?,09:59?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,6,15,16,50,??1????,136,16:37,,,,,,,,16:50,13,,,,,,,,,1,,,"銝剜?3蝝?6/15,16:37????136K(蝯)2撠恥頠蕭????憭???16:50?,?∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,3,25,11,3,??1????136.1,10:43,,,,,,,,11:03,20,,,,,1.0,,,,,,,銝剜?3蝝?3/25",10:43????136.1K(蝯)2撠恥餈賣?鈭?雿?抒?,11:03?,?∩犖?,?2K蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,1,19,14,38,??1????136.4,13:58,,,,,,,,14:38,40,A3,,,,,,1,,,,,"銝剜?3蝝?1/19,13:58????136.4K(蝯)2撠恥頠蕭????銝剝?頠?,14:38?,?∩犖?,?3K蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,5,8,1,17,??1????,137.0,0:45,,,,,,,,1:17,32,A2,,1.0,,1.0,,,,,,,銝剜?3蝝?5/08",00:45????137K(蝯)1撠恥頠?霅瑟?鈭??頠?,01:17?,1鈭箏????∪???靘?2??,,,,,,,1,撠恥頠?,,,,,,,,,,,2,,,,
2023,5,8,4,33,??1????,137.4,04:06,,,,,,,,04:33,27,,,,,1,,,,,,,"銝剜?3蝝?5/08,04:06????137.4K(蝯)2撠恥頠蕭?????扯???04:33??∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,7,20,12,12,??1????,138.0,11:41,,,,,,,,12:12,31,,,,,1.0,,1.0,,,,,銝剜?3蝝?7/20",11:41????138K(蝯)1憭扯疏1撠疏1撠恥餈賣?鈭??2頠?,12:12??∩犖?,?3k蝝圾銝?靘?2??,,,,,,,3,撠恥頠?撠疏頠?憭扯疏頠?,,,,,,,,,2,,,,,
2023,7,17,20,59,??1????,138,20:37,,,,,,,,20:59,22,,,,,,,,,1,,,"銝剜?3蝝?7/17,20:37????138K(蝯)1撠恥頠?霅瑟?鈭?雿憭?,20:59??∩犖?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,1,15,9,54,??1????139.7,9:28,,,,,,,,9:54,26,A3,,,,1.0,,,,,,,銝剜?3蝝?1/15",09:28????139.7K(蝯)?湔迤??撠恥餈賣?鈭??頠?,09:54?,?∩犖?,?1k蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,10,4,5,45,??1????,139.8,04:59,,,,,,,,05:45,46,,,,,1,,,,,,,"銝剜?3蝝?0/04,04:59????139.8K(蝯)2撠恥頠蕭?????扯???05:45?,?∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,3,22,8,40,??1????139.8,8:09,,,,,,,,8:40,31,,,,,1.0,,,,,,,銝剜?3蝝?3/22",08:09????139.8K(蝯)2撠恥頠蕭?????扯????∩犖?08:40?,?1K蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
2023,5,7,1,53,??1????,140,01:25,,,,,,,,01:53,28,A2,,2,,1,,,,,,,"銝剜?3蝝?5/07,01:25????140k(蝯)1撠恥頠?霅瑟?鈭??頠?,01:53?,2鈭箏??瑕歇?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,10,27,10,59,??1????,140.08,10:31,,,,,,,,10:59,28,,,,,,,,,,,1.0,銝剜?3蝝?0/27",10:31??????亙(蝯)1撠恥頠???????批,?∩犖?10:59?,?∪???靘?2??,,,,,,,1,撠恥頠?,,,,,,,,,,,2,,,
2023,1,8,15,50,??1????140.08,15:32,,,,,,,,15:50,18,A2,,1,,,,,,,,1,"銝剜?3蝝?1/08,15:32??????亙(蝯)2撠恥頠蕭??????憭,15:50?,1鈭箏????∪???靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,6,22,13,32,??1????,140.08,13:31,,,,,,,,13:32,1,,,,,,,,,,,1.0,銝剜?3蝝?6/22",13:31??????亙(蝯)2撠恥餈賣?鈭??????13:32??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,,
2023,4,29,15,37,??1????,140.1,15:09,,,,,,,,15:37,28,,,,,1,,,,,,,"銝剜?3蝝?4/29,15:09????140.1K(蝯)5撠恥餈賣?鈭?雿?抒?,?∩犖?,15:37?,?∪???靘?CCTV,2??,,,,,,,5.0,撠恥頠?撠恥頠?撠恥頠?撠恥頠?撠恥頠?,,,,,,,2
2023,5,3,7,5,??1????,140.8,5:55,,,,,,,,7:05,70,,,,,1.0,,,,,,,銝剜?3蝝?5/03",05:55????140.8K(蝯)1撠疏?芣?霅瑟?鈭?雿?抒?,07:05?,?∩犖?,?∪???靘?2??,,,,,,,1,撠疏頠?,,,,,,,,,,,2,,
2023,6,27,21,43,??1????,140.9,21:19,,,,,,,,21:43,24,,,,,,,,,,1,,"銝剜?3蝝?/27,21:19????140.9k(蝯)1撠恥+1撠疏餈賣?鈭???頝航,?∩犖?21:43?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠疏頠?,,,,,,,,,,2
2023,6,9,12,46,??1????,140.9,12:14,,,,,,,,12:46,32,,,,,,,,,1.0,,,銝剜?3蝝?6/09",12:14????140.9K(蝯)1撠恥+1憭扯疏餈賣?鈭?雿?頠?,?∩犖?12:46?,?∪???靘?2??,,,,,,,2,撠恥頠?憭扯疏頠?,,,,,,,,,,2,,,,
2023,7,10,7,15,??1????,141.5,06:59,,,,,,,,07:15,16,,,,,,,1,,1,,,"銝剜?3蝝?7/10,06:59????141.5K(蝯)1撠恥1撠疏餈賣?鈭???2頠?,07:15??∩犖?,?∪???靘?2??,,,,,,,2.0,撠恥頠?撠疏頠?,,,,,,,,,,2
2023,3,10,10,43,??1????141.7,9:56,,,,,,,,10:43,47,A2,,2.0,,1.0,,1.0,,,,,銝剜?3蝝?3/10",09:56????141.7K(蝯)1撠恥頠?1?賢極蝺拇?頠蕭??????頠?,10:43?2鈭箏????2K蝝圾銝?靘?2??,,1,,,,,2,撠恥頠?撠疏頠?,,,,,,,,,,2,,,,,
2023,9,29,19,8,??1????,141.8,18:40,,,,,,,,19:08,28,,,,,,,,,,,,"銝剜?3蝝?9/29,18:40????141.8K(蝯)3撠恥頠蕭?????典2蝺?19:08?,?∩犖?,?∪???靘?2??,,,,,,,3.0,撠恥頠?撠恥頠?撠恥頠?,,,,,,,,,2
2023,1,1,19,6,??1????143.0,19:03,,,,,,,,19:06,3,A3,,,,,,,,,1.0,,銝剜?3蝝?1/01",19:03????143K(蝯)2撠恥餈賣?鈭???頝航,19:06??∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,
2023,7,21,15,31,??1????,143.9,15:23,,,,,,,,15:31,8,,,,,,,,,,1,,"銝剜?3蝝?7/21,15:23????143.9K(蝯)2撠恥餈賣?鈭?雿?頝航,15:31?,?∩犖?,?1k蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,7,21,11,12,??1????,144.0,11:10,,,,,,,,11:12,2,,,,,,,1.0,,,,,銝剜?3蝝?7/21",11:10????144K(蝯)2撠恥頠蕭?????其葉蝺?11:12??∩犖?,?1k蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
2023,9,6,5,57,??1????,144,05:29,,,,,,,,05:57,28,,,,,,,,,1,,,"銝剜?3蝝?9/06,05:29????144K(蝯)1撠疏+1憭扯疏餈賣?鈭???頠?,05:57??∩犖?,?∪???靘?2??,,,,,,,2.0,撠疏頠?憭扯疏頠?,,,,,,,,,,2
2023,7,17,11,4,??1????,144.1,11:02,,,,,,,,11:04,2,,,,,,,1.0,,,,,銝剜?3蝝?7/17",11:02????144.1K(蝯)2撠恥頠蕭????銝剝?頠?,11:04?,?∩犖?,?∪???靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,6,22,1,2,??1????,144.3,00:52,,,,,,,,01:02,10,,,,,1,,,,,,,"銝剜?3蝝?/22,00:52????144.3k(蝯)1撠恥頠??粹??∩????扯????∩犖?01:02?,?1K蝝圾銝?靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,3,21,11,52,??1????145.0,11:32,,,,,,,,11:52,20,,,,,,,,,,1.0,,銝剜?2蝝?3/21",11:32????145K(蝯)2撠恥頠?1憭批恥頠蕭????憭頝航,11:52??∩犖?,?∪???靘?2??,,,,,,,3,撠恥頠?撠恥頠?憭批恥頠?,,,,,,,,,2,,,,,
2023,4,29,3,51,??1????,145,03:30,,,,,,,,03:51,21,,,,,,,,,1,,,"銝剜?3蝝?4/29,03:30????145K(蝯)1撠恥頠????憭頠?,?∩犖?,?∪???03:51?,靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,7,25,12,8,??1????,145.0,11:46,,,,,,,,12:08,22,,,,,,,1.0,,,,,銝剜?3蝝?7/25",11:46????145K(蝯)2撠恥頠蕭????銝剔?頠?,?∩犖?,?1K蝝圾銝?12:08?,靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,7,2,16,32,??1????,145,15:43,,,,,,,,16:32,49,,,,,1,,,,,,,"銝剜?3蝝?7/02,15:43????145K(蝯)2撠恥頠蕭?????扯???16:32?,?∩犖?,?3K蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,4,4,20,22,??1????,145.0,19:21,,,,,,,,20:22,61,A2,,5.0,,1.0,,,,,,,擃撅銝剜?3蝝???蝝?4/04",19:21????145K(蝯?湔)1撠恥頠蕃?賣?銝????扯???20:22?,4鈭箸甇?5鈭箏???撌脩?,21:54靘?2??,1,,,,,,1,撠恥頠?,,,,,,,,,,,2,,,
2023,9,1,17,16,??1????,145,17:02,,,,,,,,17:16,14,,,,,1,,,,,,,"銝剜?3蝝?9/01,17:02????145K(蝯)2撠恥頠?2撠恥餈賣???韏瑚????扯????∩犖?17:16?,?1K蝝圾銝?靘?2??,,,,,,,2.0,撠恥頠?撠恥頠?,,,,,,,,,,2
2023,4,25,2,21,??1????,145.3,1:23,,,,,,,,2:21,58,A2,,1.0,,1.0,,,,,,,銝剜?3蝝?4/25",01:23????145K(蝯)1撠恥蝧餉?鈭?雿?抒?,1鈭箏???2:21?,?∪???靘?2??,1,,,,,,1,撠恥頠?,,,,,,,,,,,2,,,
2023,5,26,20,36,??1????,145.7,20:09,,,,,,,,20:36,27,,,,,,,,,,1,,"銝剜?3蝝?/26,20:09????145.7k(蝯)1撠恥頠?霅瑟?鈭???頝航,?∩犖?20:36?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,9,6,20,53,??1????,145.9,20:08,,,,,,,,20:53,45,,,,,1.0,,1.0,,,,,銝剜?3蝝?9/06",20:08????145.7K(蝯)?湔迤??韏瑕4撠恥餈賣?鈭?雿銝剛???20:53?,?∩犖?,?1k蝝圾銝?靘?2??,,,,,,,4,撠恥頠?撠恥頠?撠恥頠?撠恥頠?,,,,,,,,2,,,,,,
2023,4,29,14,57,??1????,146,14:38,,,,,,,,14:57,19,,,,,1,,,,,,,"銝剜?3蝝?4/29,14:38????146K(蝯)1撠恥?風甈????典蝺?14:57?,?∩犖?,?∪???靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,1,23,18,24,??1????146.0,17:59,,,,,,,,18:24,25,A3,,,,1.0,,,,,,,銝剜?3蝝?1/23",17:59????146K(蝯)2撠恥餈賣?鈭?雿頠?,18:24?,?∩犖?,?2k蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,
2023,3,24,18,14,??1????146.4,17:53,,,,,,,,18:14,21,,,,,1,,,,,,,"銝剜?3蝝?3/24,17:53????146.4k(蝯)1撠恥?風甈????扯????∩犖?18:14?,?1k蝝圾銝?靘?2??,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,3,26,3,33,??1????146.4,2:38,,,,,,,,3:33,55,A2,,1.0,,1.0,,1.0,,,,,銝剜?3蝝?3/26",02:38????146.4K(蝯)2撠恥頠?撠疏頠甇?3撠恥1撠疏餈賣?鈭??銝剛???1鈭箏????∪???03:33?,靘?2??,,,,,,,4,撠恥頠?撠恥頠?撠恥頠?撠疏頠?,,,,,,,,2,,,,,,,,
2023,5,24,18,20,??1????,146.7,17:48,,,,,,,,18:20,32,A2,,1,,,,,,,1,,"銝剜?3蝝?5/24,17:48????146.7K(蝯)1撠恥?風甈???憭楝??1鈭箏???8:20?,?∪???靘??刻楝鈭?,,,,,,,1.0,撠恥頠?,,,,,,,,,,,2
2023,6,21,18,52,??1????,147.0,18:41,,,,,,,,18:52,11,,,,,1.0,,,,,,,銝剜?3蝝?6/21",18:41????147K(蝯)2撠恥頠蕭?????扯???18:52??∩犖?,?1K蝝圾銝?靘?2??,,,,,,,2,撠恥頠?撠恥頠?,,,,,,,,,,2,,,,,
